id,name,parent_id
495,خورشید آباد تحصیل,128
496,ممتاز آباد تحصیل,128
497,باغ تحصیل,129
498,بیر پانی تحصیل,129
499,ریڑہ تحصیل,129
500,ہاڑی گہل تحصیل,129
501,دھیرکوٹ تحصیل,129
502,چڑہوئی تحصیل,130
503,کوٹلی تحصیل,130
504,سہنسہ تحصیل,130
505,کھوئی رٹہ تحصیل,130
506,نکیال تحصیل,130
507,درلیاہ جٹاں تحصیل,130
508,سماہنی تحصیل,131
509,برنالہ تحصیل,131
510,ڈڈیال تحصیل,132
511,میرپور تحصیل,132
512,اسلام گڑھ,132
513,بھمبر تحصیل,131
514,پہٹکہ(نصیرآباد) تحصیل,133
515,مظفرآباد تحصیل,133
516,لیپہ کرناہ تحصیل,134
517,ہٹیاں بالا تحصیل,134
518,چکار تحصیل,134
519,شاردہ تحصیل,135
520,اٹھمقام تحصیل,135
521,میاں چنوں تحصیل,136
522,جہانیاں تحصیل,136
523,کبیروالا تحصیل,136
524,خانیوال تحصیل,136
525,میلسی تحصیل,137
526,وہاڑی تحصیل,137
527,بورے والا تحصیل,137
528,دنیاپور تحصیل,138
529,کہروڑپکا تحصیل,138
530,لودھراں تحصیل,138
531,جلال پور پیر والا تحصیل,139
532,شجاع آباد تحصیل,139
533,بوسن ٹاؤن,140
534,شیر شاہ ٹاؤن,140
535,موسیٰ پاک شہیدٹاؤن,140
536,شاہ رکن عالم ٹاؤن,140
537,گلگت تحصیل,141
538,پنیال تحصیل,142
539,اشکومن تحصیل,142
540,علی آباد تحصیل,143
541,گوجال تحصیل,143
542,سکردو تحصیل,144
543,شگر تحصیل,145
544,استور تحصیل,146
545,شونٹر تحصیل,146
546,ککی تحصیل,115
547,مہریان تحصیل,115
548,بکہ خیل تحصیل,115
549,صوابی تحصیل,147
550,رزڑ تحصیل,147
551,ٹوپی تحصیل,147
552,چھوٹا لاہور تحصیل,147
553,لاچی تحصیل,118
554,تناول تحصیل,123
555,الائی تحصیل,148
556,بٹگرام تحصیل,148
557,درگئ تحصیل,149
558,بٹخیلہ تحصیل,149
559,چارسدہ تحصیل,150
560,تنگی تحصیل,150
561,شبقدر تحصیل,150
562,باڑہ تحصیل,151
563,جمرود تحصیل,151
564,لنڈی کوتل تحصیل,151
565,ملا گوری  تحصیل,151
566,یکہ غنڈ تحصیل,152
567,صافی تحصیل,152
568,حلیم زئی تحصیل,152
569,پنڈیالی تحصیل,152
570,پرانگ غارتحصیل,152
571,امبار تحصیل,152
572,اپر مہمند تحصیل,152
573,مندڑ تحصیل,153
574,چغرذی تحصیل,153
575,گدیزی تحصیل,153
576,خدو خیل تحصیل,153
577,گاگرہ تحصیل,153
578,ڈگر تحصیل,153
579,دیرتحصیل,154
580,شرینگل تحصیل,154
581,واڑئی تحصیل,154
582,مستونگ تحصیل,155
583,کرد گاب  تحصیل,155
584,کھڈ کوچہ تحصیل,155
585,گنداواہ  تحصیل,156
586,میر پور تحصیل,156
587,جھل مگسی   تحصیل,156
588,دالبندین تحصیل,157
589,چاغی تحصیل,157
590,نوکنڈی تحصیل,157
591,تفتان  تحصیل,157
592,دکی تحصیل,158
593,دنبہ گوٹھ ٹاؤن,7
